id,intent,user_input,bot_response,timestamp,confidence_score,conversation_id
5728,order_status,I need update on order #51433,Order #51433 is currently in transit. Should arrive by end of week.,2024-11-23T05:52:18.628383,0.93,2777
5729,payment_issue,Payment error order,"For the payment issue with order, please try another payment method. Then try again in 1 hour.",2024-12-21T20:11:50.628383,0.94,2777
5730,payment_issue,Payment failed for purchase,"For the payment issue with purchase, please verify billing address. Then try again in 1 hour.",2024-12-10T17:51:59.628383,0.82,2777
5731,greeting,hi hi,Hi there!,2024-12-18T13:50:45.628383,0.96,2778
5732,goodbye,bye,"Thanks, bye!",2024-12-21T05:14:58.628383,0.96,2778
5733,order_status,Track order #77697,Order #77697 is currently in transit. Should arrive tomorrow.,2024-12-03T15:06:09.628383,0.81,2778
5734,greeting,hello,Hello there!,2024-12-03T20:32:02.628383,0.99,2779
5735,product_inquiry,I'm looking for mouse,We have mouse. It costs $520 and comes with gift wrapping.,2024-12-13T16:56:02.628383,0.81,2779
5736,order_status,Track order #26708,Order #26708 is currently in transit. Should arrive next week.,2024-12-15T00:30:50.628383,0.93,2779
5737,order_status,I need update on order #40897,I've checked order #40897. Status: in transit. Expected arrival: by end of week.,2024-11-29T11:48:13.628383,0.81,2779
5738,technical_support,wifi not working,"For wifi issues: First check settings, then contact support.",2024-12-18T02:43:26.628383,0.78,2779
5739,greeting,sup,Hey! What's up?,2024-11-26T08:44:45.628383,0.95,2780
5740,order_status,Track order #36751,Your order #36751 is in transit. Estimated delivery: next week.,2024-12-20T12:24:13.628383,0.79,2780
5741,goodbye,bai,See you later!,2024-11-25T00:54:32.628383,0.97,2780
5742,payment_issue,Issue paying service,"I'll help with your service payment. First check card details, then try again in 1 hour.",2024-11-30T17:27:27.628383,0.82,2780
5743,product_inquiry,Information about iPhone,We have iPhone. It costs $752 and comes with 20% discount.,2024-11-30T09:19:16.628383,0.91,2780
5744,greeting,hi there,Hey!,2024-12-20T12:33:26.628383,0.98,2781
5745,order_status,Order #47180 status please,Your order #47180 is processing. Estimated delivery: in 2 days.,2024-11-24T15:15:01.628383,0.94,2781
5746,greeting,sup,Hey there!,2024-12-12T09:32:38.628383,0.95,2782
5747,order_status,Order #79752 status please,Order #79752 is currently processing. Should arrive tomorrow.,2024-12-18T03:47:20.628383,0.95,2782
5748,technical_support,Help with update,"For update issues: First restart the device, then try safe mode.",2024-12-04T03:43:02.628383,0.78,2782
5749,greeting,hello hello,Hey!,2024-12-15T22:46:52.628383,0.96,2783
5750,goodbye,ttyl,"Take care, bye!",2024-11-27T00:18:05.628383,0.97,2783
5751,order_status,Track order #53110,I've checked order #53110. Status: in transit. Expected arrival: tomorrow.,2024-11-24T15:41:54.628383,0.81,2783
5752,order_status,Can you check status of order #77581,I've checked order #77581. Status: out for delivery. Expected arrival: by end of week.,2024-12-16T23:43:13.628383,0.93,2783
5753,order_status,Can you check status of order #36494,I've checked order #36494. Status: processing. Expected arrival: tomorrow.,2024-12-19T22:13:04.628383,0.85,2783
5754,greeting,yo,Hello there!,2024-12-14T18:40:48.628383,0.99,2784
5755,payment_issue,Can't pay for subscription,"I'll help with your subscription payment. First verify billing address, then try again in 1 hour.",2024-11-29T11:45:26.628383,0.88,2784
5756,greeting,hello hello,Hi there!,2024-12-14T03:55:33.628383,0.99,2785
5757,payment_issue,Payment error purchase,"To resolve payment for purchase, try check card details. If needed, try again in 1 hour.",2024-12-19T12:04:40.628383,0.84,2785
5758,order_status,Can you check status of order #91461,I've checked order #91461. Status: processing. Expected arrival: next week.,2024-12-03T13:21:05.628383,0.94,2785
5759,technical_support,How to fix app,"To fix app, try: update software. If that doesn't work, contact support.",2024-12-11T19:55:03.628383,0.83,2785
5760,greeting,howdy,Hello!,2024-12-08T23:40:03.628383,0.98,2786
5761,order_status,Track order #26708,I've checked order #26708. Status: processing. Expected arrival: by end of week.,2024-12-02T02:27:50.628383,0.84,2786
5762,greeting,yo,Hi! How can I help?,2024-12-08T17:58:08.628383,0.97,2786
5763,technical_support,app not working,"I can help with app. Start by update software, followed by contact support.",2024-12-10T23:06:05.628383,0.86,2786
5764,greeting,hello!,Hello! What brings you here?,2024-12-02T04:53:54.628383,0.98,2787
5765,technical_support,How to fix bluetooth,"To fix bluetooth, try: update software. If that doesn't work, contact support.",2024-12-21T22:25:03.628383,0.87,2787
5766,technical_support,Problem with app,"For app issues: First check settings, then contact support.",2024-12-21T15:12:40.628383,0.76,2787
5767,greeting,morning,Hello! What brings you here?,2024-12-13T22:19:31.628383,0.98,2788
5768,payment_issue,Problem paying order,"For the payment issue with order, please verify billing address. Then clear browser cache.",2024-11-24T06:37:59.628383,0.88,2788
5769,greeting,greetings,Hey there!,2024-12-17T20:41:56.628383,0.96,2789
5770,greeting,hey there,Hello! How may I help you?,2024-11-29T08:05:33.628383,0.99,2789
5771,order_status,Order #93162 status please,I've checked order #93162. Status: processing. Expected arrival: by end of week.,2024-12-15T22:54:09.628383,0.76,2789
5772,goodbye,byee,Have a good one!,2024-12-09T05:40:51.628383,0.98,2789
5773,goodbye,gotta go,Bye!,2024-11-24T16:17:44.628383,0.97,2789
5774,greeting,hi!,Hello! What brings you here?,2024-11-28T05:11:12.628383,0.96,2790
5775,greeting,yo,Hey!,2024-12-18T02:48:10.628383,0.98,2790
5776,order_status,Order #43434 status please,Order #43434 is currently processing. Should arrive in 2 days.,2024-12-14T17:13:29.628383,0.92,2790
5777,goodbye,later,Take care!,2024-12-18T09:38:20.628383,0.99,2790
5778,product_inquiry,Do you have speaker in stock?,We have speaker. It costs $161 and comes with gift wrapping.,2024-11-22T23:35:02.628383,0.94,2790
5779,greeting,hi,Hello! How may I help you?,2024-11-28T14:18:36.628383,0.97,2791
5780,order_status,Where is my order #37571?,Order #37571 is currently in transit. Should arrive by end of week.,2024-11-25T20:28:11.628383,0.9,2791
5781,payment_issue,Can't pay for service,"To resolve payment for service, try try another payment method. If needed, clear browser cache.",2024-11-22T21:00:09.628383,0.95,2791
5782,technical_support,Help with login,"For login issues: First update software, then reset to defaults.",2024-12-08T21:22:41.628383,0.85,2791
5783,greeting,sup,Hey there!,2024-11-28T16:47:06.628383,0.96,2792
5784,technical_support,Problem with bluetooth,"I can help with bluetooth. Start by check settings, followed by try safe mode.",2024-12-01T22:26:43.628383,0.87,2792
5785,payment_issue,Problem paying subscription,"I'll help with your subscription payment. First check card details, then try again in 1 hour.",2024-12-19T20:39:48.628383,0.83,2792
5786,greeting,evening,Hello! How may I help you?,2024-11-26T22:10:12.628383,0.96,2793
5787,technical_support,Problem with app,"To fix app, try: update software. If that doesn't work, try safe mode.",2024-12-18T02:52:26.628383,0.95,2793
5788,product_inquiry,Information about tablet,"Yes, tablet is in stock. The price is $453 and free shipping.",2024-12-13T10:00:22.628383,0.77,2793
5789,payment_issue,Payment error order,"To resolve payment for order, try try another payment method. If needed, contact your bank.",2024-12-18T04:59:29.628383,0.85,2793
5790,greeting,hey hey,Hello! How may I help you?,2024-11-24T04:09:03.628383,0.96,2794
5791,technical_support,app not working,"To fix app, try: check settings. If that doesn't work, contact support.",2024-11-25T14:08:21.628383,0.82,2794
5792,goodbye,peace out,Goodbye!,2024-11-30T09:32:20.628383,0.96,2794
5793,technical_support,wifi not working,"To fix wifi, try: check settings. If that doesn't work, try safe mode.",2024-11-23T00:15:05.628383,0.94,2794
5794,greeting,heya,Hey! What's up?,2024-12-06T19:25:52.628383,0.98,2795
5795,order_status,Order #30388 status please,I've checked order #30388. Status: in transit. Expected arrival: in 2 days.,2024-11-25T21:43:26.628383,0.77,2795
5796,greeting,yo,Hey! What's up?,2024-12-18T12:32:51.628383,0.96,2796
5797,product_inquiry,Information about speaker,"Yes, speaker is in stock. The price is $826 and 1-year warranty.",2024-12-04T11:19:22.628383,0.93,2796
5798,greeting,yo,Hi there! Need any help?,2024-11-30T14:51:05.628383,0.99,2797
5799,payment_issue,Issue paying service,"I'll help with your service payment. First check card details, then contact your bank.",2024-12-07T04:32:55.628383,0.93,2797
5800,greeting,hi!,Hello!,2024-12-06T01:32:10.628383,0.98,2798
5801,payment_issue,Payment error subscription,"I'll help with your subscription payment. First check card details, then try again in 1 hour.",2024-12-05T03:28:00.628383,0.89,2798
5802,greeting,heyy,Hi there! Need any help?,2024-12-18T14:15:31.628383,0.97,2799
5803,technical_support,bluetooth not working,"I can help with bluetooth. Start by update software, followed by try safe mode.",2024-12-12T12:14:31.628383,0.88,2799
5804,greeting,heya,Hello!,2024-12-12T10:17:39.628383,0.97,2800
5805,order_status,Order #37571 status please,I've checked order #37571. Status: processing. Expected arrival: next week.,2024-11-23T17:29:21.628383,0.8,2800
5806,product_inquiry,Information about headphones,headphones is available. Priced at $953 with 20% discount.,2024-11-30T03:19:08.628383,0.83,2800
5807,greeting,sup,Hi there! Need any help?,2024-11-23T16:56:28.628383,0.95,2801
5808,order_status,Where is my order #59413?,Your order #59413 is in transit. Estimated delivery: tomorrow.,2024-12-07T12:13:31.628383,0.86,2801
5809,goodbye,catch you later,Take care!,2024-12-18T09:38:02.628383,0.91,2801
5810,greeting,hii,Hey!,2024-12-05T18:06:09.628383,0.98,2801
5811,greeting,hello,Hey there!,2024-11-28T18:43:29.628383,0.99,2802
5812,greeting,heya,Hello!,2024-11-29T16:58:11.628383,0.99,2802
5813,technical_support,Problem with wifi,"To fix wifi, try: restart the device. If that doesn't work, try safe mode.",2024-12-15T14:09:01.628383,0.85,2802
5814,order_status,Order #78719 status please,Your order #78719 is out for delivery. Estimated delivery: next week.,2024-12-14T00:11:16.628383,0.81,2802
5815,greeting,hi,Hi there!,2024-11-26T07:02:01.628383,0.96,2803
5816,technical_support,Help with app,"To fix app, try: update software. If that doesn't work, contact support.",2024-12-20T05:57:06.628383,0.85,2803
5817,product_inquiry,Do you have laptop in stock?,laptop is available. Priced at $125 with gift wrapping.,2024-11-27T19:39:13.628383,0.88,2803
5818,greeting,howdy,Hi there! Need any help?,2024-11-24T22:15:39.628383,0.96,2804
5819,greeting,hello!,Hey! How can I assist you?,2024-11-24T01:25:24.628383,0.99,2804
5820,technical_support,Problem with wifi,"I can help with wifi. Start by check settings, followed by contact support.",2024-12-11T15:56:28.628383,0.91,2804
5821,greeting,hello hello,Hey! How can I assist you?,2024-11-29T09:23:02.628383,0.95,2805
5822,product_inquiry,Tell me about speaker,speaker is available. Priced at $560 with 1-year warranty.,2024-12-08T04:52:58.628383,0.85,2805
5823,goodbye,cya,"Take care, bye!",2024-11-30T22:30:43.628383,0.99,2805
5824,greeting,evening,Hey! What's up?,2024-12-08T12:32:54.628383,0.99,2806
5825,order_status,Order #66832 status please,I've checked order #66832. Status: processing. Expected arrival: next week.,2024-12-15T23:08:13.628383,0.82,2806
5826,greeting,hii,Hey! How can I assist you?,2024-11-30T18:28:55.628383,0.96,2806
5827,greeting,heyy,Hello! What brings you here?,2024-12-14T03:22:56.628383,0.96,2807
5828,greeting,hey hey,Hey there!,2024-12-05T01:58:45.628383,0.98,2807
5829,greeting,heyy,Hi! How can I help?,2024-12-08T02:46:47.628383,0.98,2807
5830,greeting,hey there,Hey! What's up?,2024-12-21T14:42:24.628383,0.99,2808
5831,order_status,Order #21119 status please,Order #21119 is currently in transit. Should arrive next week.,2024-12-09T00:59:37.628383,0.85,2808
5832,greeting,hi there,Hello! What brings you here?,2024-12-07T15:54:16.628383,0.96,2809
5833,goodbye,bai,Bye bye!,2024-11-30T12:44:47.628383,0.97,2809
5834,product_inquiry,Do you have headphones in stock?,headphones is available. Priced at $577 with gift wrapping.,2024-12-19T19:17:12.628383,0.79,2809
5835,greeting,greetings,Hi!,2024-12-05T22:28:32.628383,0.96,2810
5836,technical_support,app not working,"For app issues: First clear cache, then try safe mode.",2024-12-05T15:03:04.628383,0.8,2810
5837,payment_issue,Payment error subscription,"I'll help with your subscription payment. First try another payment method, then contact your bank.",2024-12-19T07:47:53.628383,0.92,2810
5838,greeting,hi!,Hello there!,2024-12-16T07:32:59.628383,0.98,2811
5839,order_status,Order #67511 status please,Your order #67511 is processing. Estimated delivery: next week.,2024-12-07T13:17:47.628383,0.91,2811
5840,order_status,Order #66832 status please,I've checked order #66832. Status: processing. Expected arrival: by end of week.,2024-12-17T06:24:58.628383,0.84,2811
5841,goodbye,good night,See you!,2024-11-27T08:55:18.628383,0.97,2811
5842,greeting,afternoon,Hey! How can I assist you?,2024-12-17T00:55:19.628383,0.96,2812
5843,order_status,Track order #20402,Your order #20402 is shipped. Estimated delivery: by end of week.,2024-12-02T22:30:11.628383,0.78,2812
5844,greeting,hiya,Hello!,2024-12-01T09:09:37.628383,0.98,2813
5845,product_inquiry,Tell me about keyboard,We have keyboard. It costs $955 and comes with 20% discount.,2024-12-09T23:05:58.628383,0.88,2813
5846,greeting,heya,Hey! How can I assist you?,2024-12-10T00:07:21.628383,0.96,2814
5847,payment_issue,Can't pay for purchase,"I'll help with your purchase payment. First check card details, then try again in 1 hour.",2024-12-11T07:03:04.628383,0.82,2814
5848,payment_issue,Issue paying order,"For the payment issue with order, please verify billing address. Then contact your bank.",2024-12-13T01:58:44.628383,0.92,2814
5849,greeting,hiya,Hi there! Need any help?,2024-11-27T18:16:10.628383,0.98,2815
5850,order_status,Track order #74499,Your order #74499 is processing. Estimated delivery: in 2 days.,2024-12-01T19:51:50.628383,0.88,2815
5851,payment_issue,Payment error subscription,"I'll help with your subscription payment. First try another payment method, then contact your bank.",2024-12-19T17:45:43.628383,0.91,2815
5852,greeting,hi there,Hello there!,2024-11-27T11:32:46.628383,0.98,2816
5853,product_inquiry,Do you have speaker in stock?,We have speaker. It costs $775 and comes with 1-year warranty.,2024-12-22T12:30:16.628383,0.77,2816
5854,payment_issue,Payment failed for purchase,"For the payment issue with purchase, please check card details. Then contact your bank.",2024-12-19T00:19:57.628383,0.77,2816
5855,goodbye,later,Bye for now!,2024-12-12T03:16:14.628383,0.99,2816
5856,greeting,afternoon,Hey! How can I assist you?,2024-11-30T02:13:19.628383,0.98,2817
5857,product_inquiry,Information about speaker,speaker is available. Priced at $254 with 20% discount.,2024-12-03T16:38:07.628383,0.79,2817
